"OTU_Label","Class","Family","Genus","Species","mean_rel_abund","abund_weight","total_estimate","total_SE","total_lower","total_upper","extreme","any_sig","site","season","substrate","display_label"
"Phallusia_ASV_17107","Urochordata","Ascidiacea","Phallusia",NA,0.0448138041481988,0.398491229341859,-1.62094821484275,33.486716084391,-67.2549117402492,64.0130153105637,FALSE,FALSE,"TBS","Fall","Glass","Phallusia sp. Phallusia_ASV_17107"
"Phyllopharyngea_ASV_3826","Phyllopharyngea",NA,NA,NA,0.000399068287543969,0.00354857650488345,-5.03861580723429,55.6707260781837,-114.153238920474,104.076007306006,FALSE,FALSE,"TBS","Fall","Glass","Phyllopharyngea_ASV_3826"
"Phymatolithon_ASV_24738","Florideophyceae","Corallinales_X","Phymatolithon","Phymatolithon_calcareum",0.000878805298110609,0.00781447168462066,8.12975514999961,16.5024562350635,-24.2150590707249,40.4745693707241,FALSE,FALSE,"TBS","Fall","Glass","Phymatolithon_calcareum"
"Placidae_X_ASV_29901","Prostomatea_2","Placidae","Placidae_X","Placidae_X_sp.",0.000398285301921789,0.00354161407647394,3.29195763274535,246.783305344341,-480.403320842163,486.987236107654,FALSE,FALSE,"TBS","Fall","Glass","Placidae_X_sp."
"Placuna_ASV_17776","Mollusca","Pectinoida","Placuna","Placuna_placenta",0.0211661847962305,0.188212966077013,-3.72404017237119,108.393458226303,-216.175218295925,208.727137951183,FALSE,FALSE,"TBS","Fall","Glass","Placuna_placenta"
"Pleurosigma_ASV_10232","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_sp.",0.000754008704465177,0.00670476120668429,0.434941782131069,49.9390878738361,-97.4456704505876,98.3155540148497,FALSE,FALSE,"TBS","Fall","Glass","Pleurosigma_sp."
"Pleurosigma_ASV_10236","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_intermedium",0.000633541401561919,0.00563354744695381,-0.932308100822477,1.75179024451711,-4.36581698007602,2.50120077843106,FALSE,FALSE,"TBS","Fall","Glass","Pleurosigma_intermedium"
"Pleurosigma_ASV_10260","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_intermedium",0.000590563441398053,0.00525138082428398,1.62572072197302,0.966855610491213,-0.26931627458976,3.5207577185358,FALSE,FALSE,"TBS","Fall","Glass","Pleurosigma_intermedium"
"Polycera_ASV_19036","Mollusca","Nudibranchia","Polycera","Polycera_quadrilineata",0.00150715578892704,0.0134018607559648,-2.48677784256273,706.669748288881,-1387.55948448877,1382.58592880364,FALSE,FALSE,"TBS","Fall","Glass","Polycera_quadrilineata"
"Pomatoceros_ASV_18128","Annelida","Annelida_XX","Pomatoceros","Pomatoceros_triqueter",0.000605822765037401,0.00538706907373186,-8.10007156726518,7566.36508541396,-14838.1756389786,14821.9754958441,FALSE,FALSE,"TBS","Fall","Glass","Pomatoceros_triqueter"
"Prolecithophora_ASV_18418","Platyhelminthes","Prolecithophora",NA,NA,0.00306645042154101,0.0272673481178869,-0.89317635359353,135.313293704067,-266.107232013564,264.320879306377,FALSE,FALSE,"TBS","Fall","Glass","Prolecithophora_ASV_18418"
"Protaspa_ASV_15671","Filosa-Thecofilosea","Protaspa-lineage","Protaspa","Protaspa_sp.",0.000538008746201179,0.00478405640283044,-8.28685068844676,192.462573224745,-385.513494208947,368.939792832053,FALSE,FALSE,"TBS","Fall","Glass","Protaspa_sp."
"Protolitonotus_ASV_6509","Litostomatea","Pleurostomatida","Protolitonotus","Protolitonotus_clampi",0.00039982271288003,0.00355528497084227,-7.18054681593839,1788.97535932873,-3513.57225110026,3499.21115746838,FALSE,FALSE,"TBS","Fall","Glass","Protolitonotus_clampi"
"Pseudoscourfieldiaceae_X_ASV_25684","Pseudoscourfieldiophyceae","Pseudoscourfieldiaceae","Pseudoscourfieldiaceae_X","Pseudoscourfieldiaceae_X_sp.",0.00286185807493177,0.0254480815489377,-0.153597192685591,1.72925200470217,-3.54293112190184,3.23573673653066,FALSE,FALSE,"TBS","Fall","Glass","Pseudoscourfieldiaceae_X_sp."
"Pseudovorticella_ASV_29493","Oligohymenophorea","Sessilida","Pseudovorticella",NA,0.000855777084148466,0.00760970126921529,-2.78719671423849,69.2939131341757,-138.603266457223,133.028873028746,FALSE,FALSE,"TBS","Fall","Glass","Pseudovorticella sp. Pseudovorticella_ASV_29493"
"Pseudovorticella_ASV_29497","Oligohymenophorea","Sessilida","Pseudovorticella",NA,0.00215489413827154,0.01916164964308,3.27123903195834,23.1765316217392,-42.1547629466505,48.6972410105671,FALSE,FALSE,"TBS","Fall","Glass","Pseudovorticella sp. Pseudovorticella_ASV_29497"
"Pseudovorticella_ASV_29499","Oligohymenophorea","Sessilida","Pseudovorticella","Pseudovorticella_sinensis",0.00436710216526945,0.0388329431874322,-5.6120566480108,17.7038047000001,-40.311513860011,29.0874005639894,FALSE,FALSE,"TBS","Fall","Glass","Pseudovorticella_sinensis"
"Pterocystida_ASV_20844","Pterocystida",NA,NA,NA,0.00193737675871285,0.0172274516960163,1.06280767516792,1.27793377871157,-1.44194253110675,3.56755788144259,FALSE,FALSE,"TBS","Fall","Glass","Pterocystida_ASV_20844"
"Pterocystida_ASV_21630","Pterocystida",NA,NA,NA,0.000939409947975574,0.00835337753935814,6.93079144888489,11.5653140881065,-15.7372241638039,29.5988070615737,FALSE,FALSE,"TBS","Fall","Glass","Pterocystida_ASV_21630"
"Pterocystida_ASV_21672","Pterocystida",NA,NA,NA,0.0280856574842357,0.249741979965727,29.5708621708052,12.1426075577691,5.77135135757771,53.3703729840327,TRUE,TRUE,"TBS","Fall","Glass","Pterocystida_ASV_21672"
"Pterocystida_ASV_21674","Pterocystida",NA,NA,NA,0.0291470755984906,0.259180272858613,7.89862586904387,50.1495456593931,-90.3944836233666,106.191735361454,FALSE,FALSE,"TBS","Fall","Glass","Pterocystida_ASV_21674"
"Pterocystida_ASV_21718","Pterocystida",NA,NA,NA,0.000552490944100797,0.00491283433084357,-2.56800468426326,152.65463453266,-301.771088368277,296.63507899975,FALSE,FALSE,"TBS","Fall","Glass","Pterocystida_ASV_21718"
"Pterocystida_ASV_21754","Pterocystida",NA,NA,NA,0.00268370761365675,0.0238639402855329,3.33948265946615,47.0699065451449,-88.9175341690178,95.5964994879501,FALSE,FALSE,"TBS","Fall","Glass","Pterocystida_ASV_21754"
"Pterocystidae_ASV_21676","Pterocystida","Pterocystidae",NA,NA,0.00327480370100379,0.0291200574794033,4.99609156026936,1.7627141536881,1.54117181904068,8.45101130149804,FALSE,TRUE,"TBS","Fall","Glass","Pterocystidae_ASV_21676"
"Pterocystidae_ASV_21684","Pterocystida","Pterocystidae",NA,NA,0.000929295349725014,0.0082634369782347,0.622928845857189,1.70854312806189,-2.72581568514411,3.97167337685848,FALSE,FALSE,"TBS","Fall","Glass","Pterocystidae_ASV_21684"
"Pterocystidae_ASV_21686","Pterocystida","Pterocystidae",NA,NA,0.00175312091293321,0.0155890204158836,-0.460565780041026,86.736574482475,-170.464251765692,169.54312020561,FALSE,FALSE,"TBS","Fall","Glass","Pterocystidae_ASV_21686"
"Pylaiella_ASV_8146","Phaeophyceae","Phaeophyceae_XX","Pylaiella","Pylaiella_littoralis",0.00101241988155794,0.00900259308221168,-1.9216051046046,2.06904269449598,-5.97692878581672,2.13371857660751,FALSE,FALSE,"TBS","Fall","Glass","Pylaiella_littoralis"
"Reckertia_ASV_15655","Filosa-Imbricatea","Thaumatomonadidae","Reckertia","Reckertia_filosa",0.00127005069176052,0.0112934858154967,-11.4845337150144,1.09378972998809,-13.628361585791,-9.34070584423772,FALSE,TRUE,"TBS","Fall","Glass","Reckertia_filosa"
"Reckertia_ASV_16338","Filosa-Imbricatea","Thaumatomonadidae","Reckertia","Reckertia_filosa",0.000456554912185568,0.00405975640044394,-2.57906439180159,1.71233779301866,-5.93524646611816,0.777117682514973,FALSE,FALSE,"TBS","Fall","Glass","Reckertia_filosa"
"Rhabdochona_ASV_27104","Nematoda","Chromadorea_X","Rhabdochona","Rhabdochona_guerreroensis",0.00196686024170149,0.0174896233550562,-4.10660307767815,36.9274366581442,-76.4843789276407,68.2711727722844,FALSE,FALSE,"TBS","Fall","Glass","Rhabdochona_guerreroensis"
"Rotifera_XX_ASV_16726","Rotifera","Rotifera_XX",NA,NA,0.000460325110734824,0.00409328158500064,5.0545209489316,239.967208739417,-465.281208180326,475.390250078189,FALSE,FALSE,"TBS","Fall","Glass","Rotifera_XX_ASV_16726"
"Saccharina_ASV_10960","Phaeophyceae","Phaeophyceae_XX","Saccharina","Saccharina_japonica",0.00450882815559207,0.0400931924607718,-2.41422642877217,1.37469920861655,-5.10863687766061,0.280184020116271,FALSE,FALSE,"TBS","Fall","Glass","Saccharina_japonica"
"Scruparia_ASV_17844","Bryozoa","Bryozoa_XX","Scruparia","Scruparia_chelata",0.000399114186035867,0.00354898464132286,-1.89418349192903,68.8736013613235,-136.886442160123,133.098075176265,FALSE,FALSE,"TBS","Fall","Glass","Scruparia_chelata"
"Scytosiphon_ASV_8447","Phaeophyceae","Phaeophyceae_XX","Scytosiphon","Scytosiphon_lomentaria",0.00354770353878193,0.0315467247510273,-11.4209711606852,374.215474929999,-744.883302023483,722.041359702113,FALSE,FALSE,"TBS","Fall","Glass","Scytosiphon_lomentaria"
"Spirotrachelostyla_ASV_26308","Spirotrichea","Trachelostylidae","Spirotrachelostyla","Spirotrachelostyla_tani",0.000462999614675078,0.0041170636848087,5.25382903128882,372.832657901325,-725.498180455307,736.005838517885,FALSE,FALSE,"TBS","Fall","Glass","Spirotrachelostyla_tani"
"Spirotrachelostyla_ASV_29955","Spirotrichea","Trachelostylidae","Spirotrachelostyla","Spirotrachelostyla_tani",0.000349043905490666,0.00310375201652792,2.03075804801128,40.0676860013172,-76.5019065145705,80.563422610593,FALSE,FALSE,"TBS","Fall","Glass","Spirotrachelostyla_tani"
"Spirotrichea_ASV_12539","Spirotrichea",NA,NA,NA,0.00145062647566651,0.0128991934202361,2.27361972462532,57.0257438025937,-109.496838128458,114.044077577709,FALSE,FALSE,"TBS","Fall","Glass","Spirotrichea_ASV_12539"
"Spirotrichea_ASV_29934","Spirotrichea",NA,NA,NA,0.00315739724426686,0.0280760612338926,6.73823077347271,26.7995784297846,-45.7889429489052,59.2654044958506,FALSE,FALSE,"TBS","Fall","Glass","Spirotrichea_ASV_29934"
"Spirotrichea_ASV_29935","Spirotrichea",NA,NA,NA,0.00156129370223282,0.0138832633960058,14.7765487582392,186.098060181339,-349.975649197185,379.528746713663,FALSE,FALSE,"TBS","Fall","Glass","Spirotrichea_ASV_29935"
"Spirotrichea_ASV_33143","Spirotrichea",NA,NA,NA,0.00681861766804703,0.0606321955611392,1.20361787993512,391.238706392545,-765.624246649453,768.031482409323,FALSE,FALSE,"TBS","Fall","Glass","Spirotrichea_ASV_33143"
"Stypopodium_ASV_10934","Phaeophyceae","Phaeophyceae_XX","Stypopodium","Stypopodium_sp.",0.00680035423025665,0.0604697942672649,-0.135197525811071,2.4417558650267,-4.92103902126341,4.65064396964127,FALSE,FALSE,"TBS","Fall","Glass","Stypopodium_sp."
"Suctoria_XX_ASV_12412","Phyllopharyngea","Suctoria_X","Suctoria_XX","Suctoria_XX_sp.",0.00735987753851895,0.0654451614603183,3.02620171929683,18.903695177363,-34.0250408283346,40.0774442669283,FALSE,FALSE,"TBS","Fall","Glass","Suctoria_XX_sp."
"Telonema-Group-1_ASV_18184","Telonemia_XX","Telonemia-Group-1","Telonema-Group-1","Telonema_subtile",0.0084712240926511,0.0753274257089953,4.32082037436893,1.51821520333697,1.34511857582847,7.29652217290939,FALSE,TRUE,"TBS","Fall","Glass","Telonema_subtile"
"Tiaropsidium_ASV_16743","Cnidaria","Hydrozoa","Tiaropsidium","Tiaropsidium_kelseyi",0.0503690621976292,0.447889437137565,-0.830731697430526,1.87837312217698,-4.5123430168974,2.85087962203634,FALSE,FALSE,"TBS","Fall","Glass","Tiaropsidium_kelseyi"
"Tisbe_ASV_13853","Arthropoda","Maxillopoda","Tisbe","Tisbe_sp.",0.00106871798795007,0.00950320449095588,7.13411293674188,45.7422146560718,-82.5206277891589,96.7888536626426,FALSE,FALSE,"TBS","Fall","Glass","Tisbe_sp."
"Zoothamnium_1_ASV_32724","Oligohymenophorea","Sessilida","Zoothamnium_1","Zoothamnium_duplicatum",0.000630418225457942,0.00560577568535533,-3.2494063875952,80.5231863490914,-161.074851631814,154.576038856624,FALSE,FALSE,"TBS","Fall","Glass","Zoothamnium_duplicatum"
"Zoothamnium_1_ASV_32734","Oligohymenophorea","Sessilida","Zoothamnium_1",NA,0.000375860239300809,0.00334220697543091,1.76744345920427,30.8658257352743,-58.7295749819335,62.264461900342,FALSE,FALSE,"TBS","Fall","Glass","Zoothamnium_1 sp. Zoothamnium_1_ASV_32734"
"Zoothamnium_2_ASV_2729","Oligohymenophorea","Zoothamniidae","Zoothamnium_2","Zoothamnium_alternans",0.000950773601960625,0.00845442489591246,2.93204463743799,14.0613636883618,-24.6282281917511,30.4923174666271,FALSE,FALSE,"TBS","Fall","Glass","Zoothamnium_alternans"
"Adineta_ASV_17598","Rotifera","Rotifera_XX","Adineta","Adineta_vaga",0.00315234730104443,0.0280311563631488,-12.4841865072046,532.792473201179,-1056.75743398152,1031.78906096711,FALSE,FALSE,"TBS","Fall","PE","Adineta_vaga"
"Adineta_ASV_17599","Rotifera","Rotifera_XX","Adineta","Adineta_vaga",0.00209115043706636,0.0185948308617052,-5.49812894428015,676.444418999613,-1331.32919018352,1320.33293229496,FALSE,FALSE,"TBS","Fall","PE","Adineta_vaga"
"Amphileptus_ASV_432","Litostomatea","Pleurostomatida","Amphileptus",NA,0.000326003493377307,0.00289887313328845,-3.35540433125474,3108.85312771024,-6096.70753464332,6089.99672598081,FALSE,FALSE,"TBS","Fall","PE","Amphileptus sp. Amphileptus_ASV_432"
"Amphora_ASV_11507","Bacillariophyceae","Catenulaceae","Amphora","Amphora_coffeaeformis",0.00106371273792365,0.00945869703897539,-12.203343528092,24.4783676224719,-60.1809440681368,35.7742570119529,FALSE,FALSE,"TBS","Fall","PE","Amphora_coffeaeformis"
"Ampullofolliculina_ASV_3611","Heterotrichea","Folliculinidae","Ampullofolliculina","Ampullofolliculina_lageniformis",0.000527810449010298,0.00469337157787454,0.00162913065093606,695.471662506212,-1363.12282938152,1363.12608764283,FALSE,FALSE,"TBS","Fall","PE","Ampullofolliculina_lageniformis"
"Ampullofolliculina_ASV_3619","Heterotrichea","Folliculinidae","Ampullofolliculina","Ampullofolliculina_lageniformis",0.000991488175339134,0.00881646513565817,-8.79090620430771,111.735870207637,-227.793211811277,210.211399402661,FALSE,FALSE,"TBS","Fall","PE","Ampullofolliculina_lageniformis"
"Annelida_XX_ASV_18258","Annelida","Annelida_XX",NA,NA,0.00112628840766457,0.0100151295051746,-9.31627885130106,1278.64751861101,-2515.46541532889,2496.83285762629,FALSE,FALSE,"TBS","Fall","PE","Annelida_XX_ASV_18258"
"Aplanochytrium_ASV_9331","Sagenista","Labyrinthulaceae","Aplanochytrium","Aplanochytrium_sp.",0.00168175089794053,0.0149543872810011,1.4964956261093,2.56220177720366,-3.52541985720989,6.51841110942848,FALSE,FALSE,"TBS","Fall","PE","Aplanochytrium_sp."
"Arcocellulus_ASV_11592","Mediophyceae","Cymatosiraceae","Arcocellulus","Arcocellulus_cornucervis",0.000604776712521607,0.00537776741410045,-0.13552870479123,4.10414430744714,-8.17965154738762,7.90859413780516,FALSE,FALSE,"TBS","Fall","PE","Arcocellulus_cornucervis"
"Argopecten_ASV_16928","Mollusca","Pectinoida","Argopecten",NA,0.00151349161221869,0.0134581998697796,-14.0212518152245,3208.05333994956,-6301.80579811637,6273.76329448592,FALSE,FALSE,"TBS","Fall","PE","Argopecten sp. Argopecten_ASV_16928"
"Arthropoda_ASV_17239","Arthropoda",NA,NA,NA,0.000835291476118101,0.00742754009626867,1.28174950128205,3.03943089060659,-4.67553504430686,7.23903404687096,FALSE,FALSE,"TBS","Fall","PE","Arthropoda_ASV_17239"
"Ascidiella_ASV_17116","Urochordata","Ascidiacea","Ascidiella","Ascidiella_sp.",0.000956014564024995,0.00850102833553695,-4.05393016990564,24.6742778775143,-52.4155148098337,44.3076544700224,FALSE,FALSE,"TBS","Fall","PE","Ascidiella_sp."
"Bacillariaceae_ASV_10164","Bacillariophyceae","Bacillariaceae",NA,NA,0.000737566940423028,0.00655855851556622,-4.35233419920569,21.8026964512661,-47.0856192436872,38.3809508452758,FALSE,FALSE,"TBS","Fall","PE","Bacillariaceae_ASV_10164"
"Bacillariaceae_ASV_10168","Bacillariophyceae","Bacillariaceae",NA,NA,0.00270556090161491,0.0240582630784565,-4.36304129120754,19.5573368040393,-42.6954214271245,33.9693388447094,FALSE,FALSE,"TBS","Fall","PE","Bacillariaceae_ASV_10168"
"Bacillariaceae_ASV_10197","Bacillariophyceae","Bacillariaceae",NA,NA,0.000527589554949109,0.0046914073539558,-7.86183981547904,256.285737217198,-510.181884761186,494.458205130228,FALSE,FALSE,"TBS","Fall","PE","Bacillariaceae_ASV_10197"
"Bacillariophyceae_ASV_10048","Bacillariophyceae",NA,NA,NA,0.000419335739849952,0.00372879780362279,-4.26087927404518,214.434237906028,-424.55198556986,416.030227021769,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_10048"
"Bacillariophyceae_ASV_10151","Bacillariophyceae",NA,NA,NA,0.000487278782444125,0.00433295777359638,-14.9231489292895,92.304064202708,-195.839114766597,165.992816908018,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_10151"
"Bacillariophyceae_ASV_10160","Bacillariophyceae",NA,NA,NA,0.000795888416121179,0.00707716203494456,-5.70964812770709,2090.49277523084,-4103.07548758015,4091.65619132473,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_10160"
"Bacillariophyceae_ASV_10175","Bacillariophyceae",NA,NA,NA,0.0127478678926634,0.113355999219255,-6.93295665280233,79.4808667455825,-162.715455474144,148.849542168539,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_10175"
"Bacillariophyceae_ASV_10229","Bacillariophyceae",NA,NA,NA,0.000682189714976761,0.00606613572162871,-10.7718908857868,204.587739217841,-411.763859752754,390.220077981181,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_10229"
"Bacillariophyceae_ASV_11568","Bacillariophyceae",NA,NA,NA,0.000585157583611263,0.00520331110656974,-7.18400145628528,131.91601914616,-265.739398982759,251.371396070188,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_11568"
"Bacillariophyceae_ASV_32933","Bacillariophyceae",NA,NA,NA,0.000592568352813935,0.00526920880452405,-3.36017763314917,12.480097053054,-27.821167857135,21.1008125908367,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_32933"
"Bacillariophyceae_ASV_6651","Bacillariophyceae",NA,NA,NA,0.00501514365404532,0.0445954276369297,-9.47750340647743,96.9831034457832,-199.564386160212,180.609379347258,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_6651"
"Bacillariophyceae_ASV_8723","Bacillariophyceae",NA,NA,NA,0.000692214989893166,0.00615528200594587,-5.23145874891042,681.382291637708,-1340.74075035882,1330.277832861,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_8723"
"Bacillariophyceae_ASV_9683","Bacillariophyceae",NA,NA,NA,0.000578831031511105,0.00514705443361357,-10.613654835577,38.9207988448931,-86.8984205715674,65.6711109004133,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_9683"
"Bacillariophyceae_ASV_9843","Bacillariophyceae",NA,NA,NA,0.000432745036929727,0.00384803533276133,6.8437688032987,146.915431563511,-281.110477061183,294.798014667781,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_9843"
"Bacillariophyceae_ASV_9867","Bacillariophyceae",NA,NA,NA,0.00334743770392897,0.0297659301891148,-6.78721691113261,22.8883999906241,-51.6484808927559,38.0740470704906,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_9867"
"Bacillariophyceae_ASV_9918","Bacillariophyceae",NA,NA,NA,0.000670184356359988,0.00595938222893109,-2.34675896794011,4.46122254361809,-11.0907551534316,6.39723721755134,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_9918"
"Bacillariophyceae_ASV_9972","Bacillariophyceae",NA,NA,NA,0.000665932661630284,0.00592157550638588,-9.80299078008078,393.588253479895,-781.235967600676,761.629986040514,FALSE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_9972"
"Bacillariophyceae_ASV_9977","Bacillariophyceae",NA,NA,NA,0.000598212842530129,0.00531940047400552,-19.1539425534468,167.760449343307,-347.964423266329,309.656538159436,TRUE,FALSE,"TBS","Fall","PE","Bacillariophyceae_ASV_9977"
"Bougainvillia_ASV_16800","Cnidaria","Hydrozoa","Bougainvillia","Bougainvillia_sp.",0.00107305711006557,0.00954178863124338,-11.8750843574089,1448.5584449609,-2851.04963648078,2827.29946776596,FALSE,FALSE,"TBS","Fall","PE","Bougainvillia_sp."
"Bryocamptus_ASV_13856","Arthropoda","Maxillopoda","Bryocamptus","Bryocamptus_stillae",0.00130929922513387,0.0116424898023506,2.38275625481765,2651.15200195732,-5193.87516758153,5198.64068009117,FALSE,FALSE,"TBS","Fall","PE","Bryocamptus_stillae"
"Bryozoa_XX_ASV_17870","Bryozoa","Bryozoa_XX",NA,NA,0.00101335188469078,0.00901088059721326,-11.8047403648585,274.708666181271,-550.233726080149,526.624245350432,FALSE,FALSE,"TBS","Fall","PE","Bryozoa_XX_ASV_17870"
"CCW10-lineage_X_ASV_13473","Filosa-Thecofilosea","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.",0.000683393682716995,0.0060768415876897,-3.12988128137934,13.4419683430596,-29.4761392337761,23.2163766710174,FALSE,FALSE,"TBS","Fall","PE","CCW10-lineage_X_sp."
"CCW10-lineage_X_ASV_13478","Filosa-Thecofilosea","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.",0.00150818599501783,0.0134110215067512,0.138635770007664,2.14939413734498,-4.07417673918849,4.35144827920382,FALSE,FALSE,"TBS","Fall","PE","CCW10-lineage_X_sp."
"CCW10-lineage_X_ASV_13480","Filosa-Thecofilosea","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.",0.00186313323473397,0.0165672668778924,-10.4548298550389,21.9135010738454,-53.4052919597759,32.495632249698,FALSE,FALSE,"TBS","Fall","PE","CCW10-lineage_X_sp."
"Caenogastropoda_ASV_13678","Mollusca","Caenogastropoda",NA,NA,0.00766976346525699,0.0682007147155878,1.23213225224873,1151.33530550223,-2255.38506653212,2257.84933103662,FALSE,FALSE,"TBS","Fall","PE","Caenogastropoda_ASV_13678"
"Carradoriella_ASV_24925","Florideophyceae","Rhodomelaceae","Carradoriella","Carradoriella_elongata",0.000413022454846789,0.00367265910373075,-5.72610337456932,111.460534161931,-224.188750331954,212.736543582815,FALSE,FALSE,"TBS","Fall","PE","Carradoriella_elongata"
"Cephaloidophora_ASV_1583","Gregarinomorphea","Cephaloidophoridae","Cephaloidophora","Cephaloidophora_communis",0.000341729112939679,0.00303870775770124,-2.71968337486838,41.4209906847586,-83.9048251169951,78.4654583672584,FALSE,FALSE,"TBS","Fall","PE","Cephaloidophora_communis"
"Cephaloidophora_ASV_1589","Gregarinomorphea","Cephaloidophoridae","Cephaloidophora","Cephaloidophora_communis",0.000631235019859831,0.00561303874662662,4.22692153296453,178.830831565729,-346.281508335865,354.735351401794,FALSE,FALSE,"TBS","Fall","PE","Cephaloidophora_communis"
"Ceramium_ASV_24711","Florideophyceae","Ceramiaceae","Ceramium","Ceramium_virgatum",0.000409613317312189,0.00364234452917097,-4.21035148135034,1245.92383640127,-2446.22107082783,2437.80036786513,FALSE,FALSE,"TBS","Fall","PE","Ceramium_virgatum"
"Chaetoceros_ASV_11054","Mediophyceae","Chaetocerotaceae","Chaetoceros","Chaetoceros_socialis",0.000461449025151303,0.00410327560461157,-5.58700956830285,9.64836593168892,-24.4978067944131,13.3237876578074,FALSE,FALSE,"TBS","Fall","PE","Chaetoceros_socialis"
"Chlamydaster_ASV_21669","Pterocystida","Pterocystidae","Chlamydaster","Chlamydaster_sterni",0.00115795167744144,0.0102966841631241,10.1527564225755,132.693056685907,-249.925634681802,270.231147526953,FALSE,FALSE,"TBS","Fall","PE","Chlamydaster_sterni"
"Chromadorea_X_ASV_27082","Nematoda","Chromadorea_X",NA,NA,0.00105699342807416,0.00939894790378929,4.67185838559553,189.202730853884,-366.165494088016,375.509210859207,FALSE,FALSE,"TBS","Fall","PE","Chromadorea_X_ASV_27082"
"Chromadorina_ASV_18461","Nematoda","Chromadorea_X","Chromadorina","Chromadorina_sp.",0.000967020925192471,0.00859889858948156,-4.76623362955833,552.42920460925,-1087.52747466369,1077.99500740457,FALSE,FALSE,"TBS","Fall","PE","Chromadorina_sp."
"Chrysolepidomonas_ASV_8860","Chrysophyceae","Ochromonadaceae","Chrysolepidomonas","Chrysolepidomonas_dendrolepidota",0.000601896258299576,0.00535215397275536,2.52487467750522,2.38353958828637,-2.14686291553607,7.1966122705465,FALSE,FALSE,"TBS","Fall","PE","Chrysolepidomonas_dendrolepidota"
"Costaria_ASV_10957","Phaeophyceae","Phaeophyceae_XX","Costaria","Costaria_costata",0.0565788664698335,0.503107970476527,-0.623869308117408,24.0443239284918,-47.7507442079614,46.5030055917266,FALSE,FALSE,"TBS","Fall","PE","Costaria_costata"
"Craticula_ASV_10145","Bacillariophyceae","Stauroneidaceae","Craticula","Craticula_importuna",0.00111236017149714,0.00989127748996579,-14.9098369628598,25.28734065653,-64.4730246496587,34.653350723939,FALSE,FALSE,"TBS","Fall","PE","Craticula_importuna"
"Cryothecomonas_ASV_15153","Filosa-Thecofilosea","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis",0.000485859015169392,0.00432033298493045,3.01330794738738,26.7997977284398,-49.5142956003546,55.5409114951293,FALSE,FALSE,"TBS","Fall","PE","Cryothecomonas_aestivalis"
"Cymbella_ASV_11535","Bacillariophyceae","Cymbellaceae","Cymbella","Cymbella_acuta",0.000903644603108959,0.00803534659968157,-0.661352423265458,130.170401668492,-255.795339693509,254.472634846978,FALSE,FALSE,"TBS","Fall","PE","Cymbella_acuta"
"Desmarestia_ASV_10940","Phaeophyceae","Phaeophyceae_XX","Desmarestia","Desmarestia_viridis",0.00292525304648449,0.0260117993726822,-0.245968965167272,27.9048911391973,-54.9395555979939,54.4476176676593,FALSE,FALSE,"TBS","Fall","PE","Desmarestia_viridis"
"Dino-Group-I-Clade-1_X_ASV_20870","Syndiniales","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",0.000711835002443887,0.00632974617094253,-1.65453690135028,9.18726507971231,-19.6615764575864,16.3525026548858,FALSE,FALSE,"TBS","Fall","PE","Dino-Group-I-Clade-1_X_sp."
"Dino-Group-I-Clade-1_X_ASV_20879","Syndiniales","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",0.000508479674633572,0.00452147936314451,-6.22108216729936,14.0124196887075,-33.685424757166,21.2432604225673,FALSE,FALSE,"TBS","Fall","PE","Dino-Group-I-Clade-1_X_sp."
"Dino-Group-I-Clade-1_X_ASV_21077","Syndiniales","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",0.00120895851696772,0.010750244814223,-6.57602370311813,13.8396974952107,-33.7018307937311,20.5497833874948,FALSE,FALSE,"TBS","Fall","PE","Dino-Group-I-Clade-1_X_sp."
